"band","species","beak_length","beak_depth","beak_width","recaptures"
"SH566_L","fortis small",11.68,11.48,9.87,0
"SH566_S","fuliginosa",7.94,7,6.57,0
"SH567_L","fortis small",10.73,11.17,9.36,0
"SH567_S","fuliginosa",8.82,7.33,6.78,0
"SH568_L","fortis large",12.44,12.97,11.96,0
"SH568_S","fuliginosa",9.67,7.15,6.64,0
"SH569_L","fortis large",12.22,12.94,10.71,0
"SH569_S","fuliginosa",8.48,7.3,6.91,0
"SH570_L","fortis small",12.04,10.23,8.93,0
"SH571_L","fortis small",10.93,10.39,8.67,0
"SH571_S","fuliginosa",9.12,7.74,7.31,0
"SH572_L","fortis small",11.88,11.59,9.73,0
"SH572_S","fuliginosa",8.65,7.53,7.09,0
"SH592_L","fortis small",11.96,10.93,9.67,0
"SH593_L","fortis large",13.67,15.06,12.22,0
"SH598_L","fortis small",11.1,11.5,9.61,0
"SH599_L","fortis small",11.18,11.4,10.15,0
"SH600_L","fortis small",11.65,11.9,10.05,0
"SH601_L","fortis small",12.16,10.2,9.24,0
"SH602_L","fortis large",13.805,13.985,12.015,1
"SH603_L","fortis small",10.98,11.54,9.64,0
"SH618_L","fortis small",11.3,10.81,9.05,0
"SH620_L","fortis small",11.135,10.915,9.32,6
"SH626_L","fortis large",13.32,12.855,10.875,1
"SH634_L","scandens",12.84,9.21,8.44,0
"SH635_L","fortis small",12.2,11.97,9.82,0
"SH637_L","fortis small",11.37,11.81,9.54,0
"SH639_L","fortis large",12.31,11.73,10.2,0
"SH640_L","scandens",14.29,9.17,8.27,0
"SH641_L","fortis small",10.85,10.775,9.675,4
"SH661_L","fortis small",11.07,11.34,10.08,0
"SH662_L","fortis small",10.78,10.62,9.04,0
"SH664_L","scandens",15.0233333333333,9.34666666666667,8.46,2
"SH665_L","fortis large",12.25,13.48,11.24,0
"SH675_L","fortis large",13.7,15.54,12.9,0
"SH680_L","fortis small",10.9,12.19,10.38,0
"SH689_L","fortis small",10.21,10.06,8.66,0
"SH690_L","scandens",14.24,9.2,8.36,0
"SH691_L","scandens",14.93,10.04,8.38,0
"SH693_L","fortis large",13.965,14.075,12.435,1
"SH694_L","fortis small",11.11,11.1,9.27,0
"SH714_L","fortis small",10.68,12.13,9.78,0
"SH723_L","fortis large",12.95,13.46,11.22,0
"SH724_L","fortis small",11.61,10.5,9.71,0
"SH725_L","magnirostris",14.4,15.41,13.16,0
"SH726_L","fortis small",10.33,10.27,9.05,0
"SH727_L","fortis small",11.17,10.65,9.24,0
"SH728_L","fortis large",15.01,14.21,11.55,0
"SH729_L","fortis large",12.6,13.6,11.27,0
"SH730_L","fortis small",10.935,10.685,9.62,0
"SH731_L","fortis small",11.4,11.17,9.2,0
"SH732_L","fortis small",11.3766666666667,11.0433333333333,9.22333333333333,0
"SH733_L","fortis large",13.56,12.71,10.71,0
"SH734_L","fortis small",10.99,11.27,9.81,0
"SH735_L","fortis small",11.13,10.8933333333333,9.70090172866667,4
"SH736_L","fortis small",11.18,10.13,9.16,0
"SH739_L","fortis small",11.02,10.49,9,0
"SH740_L","fortis small",11.7,11.5,9.59,0
"SH743_L","fortis small",10.72,10.85,9.31,0
"SH750_L","fortis small",11.77,11.76,10.23,0
"SH751_L","fortis small",11.18,10.47,9.46,0
"SH752_L","fortis small",11.55,10.52,9.53,0
"SH758_L","fortis small",11.68,10.63,8.8,0
"SH759_L","fortis small",10.21,10.4,9.02,0
"SH760_L","fortis small",11.255,10.24,8.695,1
"SH761_L","fortis large",13.13,12.93,11.91,0
"SH762_L","fortis small",11.02,9.71,9.06,0
"SH763_L","fortis large",12.13,12.18,11.2,0
"SH764_L","fortis large",13.52,14.08,11.94,0
"SH766_L","fortis small",10.33,9.57,8.86,0
"SH767_L","fortis small",11.66,11.34,10.09,0
"SH768_L","fortis small",11.41,11.225,10.13,7
"SH769_L","fortis small",12.06,10.86,10.06,0
"SH775_L","fortis large",13.2,13.27,11.46,0
"SH780_L","fortis large",13.11,14.21,11.88,0
"SH781_L","fortis small",11.31,11.43,10.18,0
"SH782_L","fortis small",11.76,10.48,9.8,0
"SH785_L","fortis small",10.37,9.35,8.53,0
"SH786_L","fortis small",11.47,10.89,9.77,0
"SH791_L","fortis large",12.88,11.33,10.27,0
"SH792_L","fortis large",13.23,13.16,11.24,0
"SH801_L","fortis small",11.28,9.8,9.094212742,0
"SH814_L","fortis small",11.7266666666667,10.0333333333333,9.61666666666667,3
"SH819_L","fortis small",11.565,10.675,9.695,2
"SH824_L","fortis small",10.79,10.79,9.96,0
"SH828_L","fortis large",12.73,12.45,10.86,0
"SH829_L","fortis large",13.12,12.85,11.35,0
"SH830_L","fortis large",13.97,13.53,11.76,0
"SH834_L","fortis small",11.13,10.57,9.41,0
"SH841_L","fortis small",11.11,10.15,9.36,0
"SH842_L","fortis large",13.82,13.93,11.5,0
"SH843_L","fortis small",11.54,10.06,9.24,0
"SH847_L","fortis small",11.26,10.84,9.46,0
"SH848_L","fortis small",12.04,11.72,10.45,0
"SH849_S","fuliginosa",8.71,8.02,6.88,0
"SH850_L","fortis small",10.52,9.71,9.29333333333333,1
"SH851_L","fortis small",11.95,10.985,9.695,1
"SH852_L","fortis small",11.38,11.03,9.78,0
"SH853_L","fortis small",11.78,9.53,9.31,0
"SH865_L","fortis large",12.21,11.86,10.46,0
"SH866_L","fortis large",13.03,13.34,11.53,0
"SH866_S","fuliginosa",8.29,7.98,6.77,0
"SH867_S","fuliginosa",8.28,7.59,6.37,0
"SH868_S","fuliginosa",8.78,7.4,6.79,0
"SH869_L","fortis large",13.32,12.51,10.76,0
"SH870_L","fortis small",11.38,10.28,9.21,0
"SH871_L","fortis large",12.15,12.83,10.48,0
"SH875_L","fortis small",10.67,10.32,9.4,0
"SH876_L","scandens",14.68,8.94,8.34,0
"SH877_L","scandens",14.73,8.675,8.135,0
"SH880_L","fortis large",12.05,12.23,10.54,0
"SH882_L","fortis large",13.58,14.18,11.76,0
"SH911_L","scandens",15.82,9.45,8.81,0
"SH913_L","scandens",14.63,8.775,8.125,3
"SH914_L","scandens",15.42,8.35,7.69,0
"SH920_L","fortis large",13.67,14.35,12.44,0
"SH978_L","fortis large",13.44,14.22,12.26,0
"SH979_L","fortis large",13.27,12.27,11.19,0
"SH980_L","fortis small",11.91,10.7,9.75,0
"SH982_L","fortis large",11.88,11.48,11.48,0
"SH983_L","fortis small",11.45,10.72,10.72,0
"SH984_L","fortis small",11.99,11,11,0
"SH985_L","magnirostris",16.15,17.59,15.08,0
"SH986_L","fortis large",13.27,12.82,11.77,0
"SH987_L","magnirostris",15.18,14.87,12.97,0
"SH988_L","fortis small",11.95,11.75,9.99,0
"SH989_L","fortis small",11.85,11.19,10.22,0
"SH990_L","fortis small",12.41,10.46,9.94,0
"SH991_L","fortis small",11.59,10.31,9.7,0
"SH992_L","scandens",15.52,8.94,8.48,0
"SH993_L","scandens",14.98,8.82,8.32,0
"SH994_L","magnirostris",15.42,15.79,13.18,0
"SH999_L","magnirostris",15.44,16.55,13.48,0
"SM096","fortis small",11.74,10.135,9.155,0
"SM1098","scandens",14.79,8.43,8.53,0
"SM1208","fortis small",11.19,10.48,8.39,0
"SM1220","fortis large",12.27,11.36,10.75,0
"SM1294","fortis small",11.47,9.62,8.46,0
"UM339","fuliginosa",8.78,6.575,6.645,0
"Wildlife box 8-250157644","fuliginosa",8.12,6.96,6.89,0
